7.853981633974482790e-01,-5.000000000000000000e-01,5.000000000000000000e-01,1.000000000000000000e+00,-2.000000000000000111e-01,2.000000000000000111e-01,-1.600000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.853304553688517098e-01,-4.966411920349847464e-01,5.014991751316295598e-01,9.644152109429939834e-01,-2.186588239166342706e-01,3.000000000000000444e-01,-1.685672668758810611e+00,-5.165719320184571604e-04,1.000000000000000056e-01,4.354061957242646996e-02,1.000000000000000056e-01,4.573578513113804589e-02,0.000000000000000000e+00
7.852640928784092589e-01,-4.932822695059052576e-01,5.031376244923921881e-01,9.295375860492109954e-01,-2.144149213192315384e-01,3.577892234858491283e-01,-1.747203921464680398e+00,-1.080805755417896859e-03,2.000000000000000111e-01,9.125635485409069880e-02,2.000000000000000111e-01,9.560306220819805856e-02,0.000000000000000000e+00
7.851990574023012259e-01,-4.899232754852542726e-01,5.045588771289575281e-01,8.953573898967590594e-01,-2.006609955243910115e-01,3.944687465435437468e-01,-1.797125217703495315e+00,-1.605693249473365194e-03,3.000000000000000444e-01,1.325335919079194957e-01,3.000000000000000444e-01,1.389888178558468801e-01,0.000000000000000000e+00
7.851353223981252238e-01,-4.865642598997750312e-01,5.056771258313244033e-01,8.618606727989357452e-01,-1.812153518529191487e-01,4.174808503520103797e-01,-1.839063131712091570e+00,-2.091806616747364424e-03,4.000000000000000222e-01,1.648170381050538535e-01,4.000000000000000222e-01,1.733386199778469416e-01,0.000000000000000000e+00
7.850728618419369198e-01,-4.832052744219842988e-01,5.064528645130373929e-01,8.290337575510535739e-01,-1.578474189770035230e-01,4.302352945563450159e-01,-1.874660452573375213e+00,-2.539834938397740084e-03,5.000000000000000000e-01,1.869299312101424249e-01,5.000000000000000000e-01,1.974765500625128012e-01,0.000000000000000000e+00
7.850116502199608881e-01,-4.798463713209414339e-01,5.068621794413852299e-01,7.968632350738306114e-01,-1.315844209186781688e-01,4.346791374754308546e-01,-1.904839332939927354e+00,-2.950569635919548031e-03,5.999999999999999778e-01,1.981597495436526746e-01,5.999999999999999778e-01,2.106909136137738725e-01,0.000000000000000000e+00
7.849516625203097897e-01,-4.764876027622877985e-01,5.068887268568043059e-01,7.653359600616385094e-01,-1.030944888721804925e-01,4.320574957436040253e-01,-1.930178938229796470e+00,-3.324890874800756190e-03,6.999999999999999556e-01,1.980193621322440534e-01,6.999999999999999556e-01,2.124953905700005252e-01,0.000000000000000000e+00
7.848928742247082146e-01,-4.731290203419398210e-01,5.065206412049275686e-01,7.344390466325420030e-01,-7.283827389819723386e-02,4.232147781752524929e-01,-1.951065069913748840e+00,-3.663754899148123981e-03,7.999999999999999334e-01,1.861549775828525433e-01,7.999999999999999334e-01,2.025369844464298408e-01,0.000000000000000000e+00
7.848352613002168576e-01,-4.697706748297827417e-01,5.057489123148389831e-01,7.041598639791057934e-01,-4.113943653863558203e-02,4.087326872138072886e-01,-1.967757680095522543e+00,-3.968182278949926312e-03,8.999999999999999112e-01,1.622978277722638141e-01,8.999999999999999112e-01,1.805477062930336551e-01,0.000000000000000000e+00
7.847788001909603572e-01,-4.664126161727581987e-01,5.045661999064867675e-01,6.744860320206075288e-01,-8.220231767877714257e-03,3.889963953606370706e-01,-1.980421466263323271e+00,-4.239247045625233433e-03,9.999999999999998890e-01,1.262288720998269720e-01,9.999999999999998890e-01,1.463092792154392918e-01,0.000000000000000000e+00
7.847234678098606864e-01,-4.630548938816288485e-01,5.029656203895984667e-01,6.454054170586182027e-01,2.578053121103654477e-02,3.642225696471537155e-01,-1.989135939675611642e+00,-4.478066686714615025e-03,1.099999999999999867e+00,7.774267677510544872e-02,1.099999999999999867e+00,9.961701793058069798e-02,0.000000000000000000e+00
