7.853981633974482790e-01,-5.000000000000000000e-01,5.000000000000000000e-01,1.000000000000000000e+00,-2.000000000000000111e-01,2.000000000000000111e-01,-1.600000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.853981633974482790e-01,-4.966412427893638903e-01,5.033587572106360541e-01,9.101481837042748602e-01,-2.471813567744586826e-01,3.000000000000000444e-01,-1.700000000000000178e+00,-1.312042162732544263e-03,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,0.000000000000000000e+00
7.852337808303228028e-01,-4.932822815009342832e-01,5.058416266983229992e-01,8.237548992290048000e-01,-2.442321200165433748e-01,4.000000000000000222e-01,-1.800000000000000266e+00,-4.581679628673644353e-03,2.000000000000000111e-01,1.712657589644900891e-01,2.000000000000000111e-01,1.765952148249778086e-01,0.000000000000000000e+00
7.850761290540573256e-01,-4.899233561614513843e-01,5.065325277841470353e-01,7.408990648597503226e-01,-2.058467295148486420e-01,4.770281542252746143e-01,-1.900000000000000355e+00,-7.449061841854366477e-03,3.000000000000000444e-01,1.893046029266292618e-01,3.000000000000000444e-01,1.997452953228819883e-01,0.000000000000000000e+00
7.849250435987077390e-01,-4.865652523002424457e-01,5.048885404911307440e-01,6.614942413900670726e-01,-1.460664267100012514e-01,4.966621630297599621e-01,-1.976708640202132328e+00,-9.420645317993593323e-03,4.000000000000000222e-01,1.379488845783381212e-01,4.000000000000000222e-01,1.532879264743442216e-01,0.000000000000000000e+00
7.849250435987077390e-01,-4.832080845599985852e-01,5.015281945619344262e-01,5.853484945076278256e-01,-7.667396860294826977e-02,4.810120062030611154e-01,-2.027710957893814836e+00,-1.108564571058662240e-02,5.000000000000000000e-01,3.794888457833811568e-02,5.000000000000000000e-01,5.328792647434421603e-02,0.000000000000000000e+00
7.849250435987077390e-01,-4.798509168197547248e-01,4.981678486327381083e-01,5.123282721427473430e-01,-3.144347516277901100e-03,4.406142228088332224e-01,-2.058100611750746989e+00,-1.246351019390925727e-02,5.999999999999999778e-01,-6.205111542166188987e-02,5.999999999999999778e-01,-4.671207352565578952e-02,0.000000000000000000e+00
7.849250435987077390e-01,-4.764937490795108643e-01,4.948075027035417905e-01,4.423125564114885888e-01,7.198612868350766358e-02,3.810184971346864957e-01,-2.070918126715793672e+00,-1.357490804691088328e-02,6.999999999999999556e-01,-1.620511154216618954e-01,6.999999999999999556e-01,-1.467120735256557951e-01,0.000000000000000000e+00
7.849250435987077390e-01,-4.731365813392670039e-01,4.914471567743454727e-01,3.751848512311133921e-01,1.476085976657611487e-01,3.049914658431542303e-01,-2.067843943560857323e+00,-1.444129003741480462e-02,7.999999999999999334e-01,-2.620511154216619287e-01,7.999999999999999334e-01,-2.467120735256558006e-01,0.000000000000000000e+00
7.849250435987077390e-01,-4.697794135990231434e-01,4.880868108451491549e-01,3.108330803097637540e-01,2.234231740583083603e-01,2.132255299172858554e-01,-2.049289167883935558e+00,-1.508432699336868799e-02,8.999999999999999112e-01,-3.620511154216619065e-01,8.999999999999999112e-01,-3.467120735256558062e-01,0.000000000000000000e+00
