1.785256073027498891e+00,-2.099978047223798744e-02,2.606987031564437021e-02,3.820361303486741883e-02,-1.036322660211085323e+00,-4.780109989181401953e-01
1.694683534637817290e+00,-5.602559707750789930e-02,6.573968439125013608e-02,4.387622734403938407e-02,-1.023395200026949059e+00,-4.515687443216109820e-01
1.608361174754208367e+00,-5.316296862569904608e-02,6.264014039497488306e-02,4.131425935677780076e-02,-9.989406772339501916e-01,-4.158988391052077516e-01
1.525717872332401637e+00,-4.058137331872777726e-02,5.024813035845000775e-02,3.664636540571569040e-02,-9.692295607235510424e-01,-3.743527535719772814e-01
1.446269346442217385e+00,-3.843989150362085022e-02,4.778125784232020029e-02,3.377074254222111466e-02,-9.402650684670960102e-01,-3.326444173783847380e-01
1.370209686393446535e+00,-3.637950693309251887e-02,4.540266986272607774e-02,3.116953224873046657e-02,-9.125778534523130148e-01,-2.921469818194195600e-01
1.297256892500221692e+00,-3.440118688888081644e-02,4.310654712888818685e-02,2.881663816722343160e-02,-8.873254570700522814e-01,-2.542855522174256588e-01
1.227292488614090349e+00,-3.250274640596173548e-02,4.089106039791794850e-02,2.666655426958124825e-02,-8.642876746659403642e-01,-2.191271185724613102e-01
1.160202403833247908e+00,-3.068190972680466533e-02,3.875436237054178529e-02,2.468371181934610886e-02,-8.432642663431403340e-01,-1.867262754334102492e-01
1.095876813815509498e+00,-2.893633904088413478e-02,3.669458873176319191e-02,2.283427717727530906e-02,-8.241077629165826091e-01,-1.571873603875605374e-01
1.034201735255457555e+00,-2.092904649701844005e-02,3.110851622909499917e-02,2.127384484557644576e-02,-8.063850794346871798e-01,-1.301141402909304079e-01
9.750880449839012254e-01,-1.788728781248527522e-02,2.840495624625359941e-02,1.987610740340133367e-02,-7.910009239072489651e-01,-1.074239194641387618e-01
9.184387939695262126e-01,-1.676861891301304960e-02,2.674796462267380395e-02,1.885820759936618005e-02,-7.772026163421754674e-01,-8.827361438858231935e-02
8.641539912202668150e-01,-1.569795644832005371e-02,2.515576780962378717e-02,1.788845770314332478e-02,-7.636947016866729721e-01,-7.029863248219955785e-02
8.121428622509050399e-01,-1.467361900970115020e-02,2.362645757871058641e-02,1.695460899701553906e-02,-7.504715931529803985e-01,-5.340189202126702228e-02
7.623180266099757185e-01,-1.369394154623908809e-02,2.215814005583666146e-02,1.605349384441771138e-02,-7.375424491339198640e-01,-3.752347656748832722e-02
7.145953721357876098e-01,-1.275728259888470918e-02,2.074893962398176653e-02,1.518256790482819252e-02,-7.249143555956489848e-01,-2.260820813957425263e-02
6.688939337325215950e-01,-1.186203014756381617e-02,1.939700250263369508e-02,1.433958196344600061e-02,-7.125920856829850436e-01,-8.604215870025395604e-03
6.251357765476318606e-01,-1.100660627085546517e-02,1.810049998574521021e-02,1.352255411675142363e-02,-7.005784022985187542e-01,4.537289672390353371e-03
5.832458834251130764e-01,-1.018947079128680773e-02,1.685763133226921007e-02,1.272974386600825812e-02,-6.888743248704375377e-01,1.686222308611211307e-02
5.431520465042061208e-01,-9.409124056331182387e-03,1.566662631242392301e-02,1.195962786001823243e-02,-6.774793651080992518e-01,2.841381189891156733e-02
5.047847628299166889e-01,-8.664108985211537578e-03,1.452574741947733686e-02,1.121087673761792664e-02,-6.663917364637138574e-01,3.923276268753402019e-02
4.680771338401694126e-01,-7.953012494253357614e-03,1.343329176152933263e-02,1.048233148185422417e-02,-6.556085430314892992e-01,4.935739361050175272e-02
4.329647685943660007e-01,-7.274466398379160655e-03,1.238759265091072398e-02,9.772973999982299126e-03,-6.451259577785085630e-01,5.882369217910671938e-02
3.993856906092736470e-01,-6.627147873135902020e-03,1.138702091078741367e-02,9.081872928160986819e-03,-6.349394144073675639e-01,6.766515707488394982e-02
3.672802481703325017e-01,-6.009779550131016078e-03,1.042998591961732772e-02,8.408032686685367602e-03,-6.250438864635331493e-01,7.591192177118799567e-02
3.365910279893891133e-01,-5.421129308708055872e-03,9.514936414465484382e-03,7.749863243875326248e-03,-6.154344990059927856e-01,8.358729924053312499e-02
3.072627720833292497e-01,-4.860009817922100045e-03,8.640361074072672523e-03,7.103159587302010358e-03,-6.061083129155240279e-01,9.069470178544696004e-02
2.792422977519381511e-01,-4.325277875248697071e-03,7.804788902027706005e-03,6.453707238045169881e-03,-5.970699421312338773e-01,9.716958249154088179e-02
2.524784205374000501e-01,-3.815833581801978801e-03,7.006789429665937624e-03,5.758479609027420884e-03,-5.883458902556328862e-01,1.027331181549394623e-01
2.269218800520543811e-01,-3.330619388056712572e-03,6.244972757338327143e-03,4.960584365808339002e-03,-5.799894997917561801e-01,1.067330491111945917e-01
2.025252685652715046e-01,-2.868619039040726584e-03,5.517989451649246702e-03,4.132893232416974885e-03,-5.719948663610839867e-01,1.087816026013300047e-01
1.792429622445147475e-01,-2.428856443608936114e-03,4.824530315138913714e-03,3.380062449591950558e-03,-5.642606115360744301e-01,1.093794219007287044e-01
1.570310549497797858e-01,-2.010394488619355029e-03,4.163326043718440506e-03,2.705751466783575063e-03,-5.567099264658682545e-01,1.090503807222204247e-01
1.358472944846262909e-01,-1.612333815579961287e-03,3.533146786026193382e-03,2.091813641682260371e-03,-5.493073275710578240e-01,1.080686874086614485e-01
1.156510212108818186e-01,-1.233811574494339059e-03,2.932801617741869014e-03,1.524752906663806194e-03,-5.420360254276832546e-01,1.065837267901548757e-01
9.640310893783980706e-02,-8.740001672188560519e-04,2.361137942778322556e-03,9.959234699433729653e-04,-5.348872770659324205e-01,1.046901755916722770e-01
7.806590800034464428e-02,-5.321059905310301930e-04,1.817040832250482957e-03,4.996992697275482809e-04,-5.278562309879198944e-01,1.024558138733522028e-01
6.056996441326508579e-02,-2.073826036768667560e-04,1.299193210142846402e-03,3.149631545052302106e-05,-5.209322223957133513e-01,1.000398467425566984e-01
4.391691714500956661e-02,1.009262242218585169e-04,8.068146416234313507e-04,-4.159285455082621305e-04,-5.141364303784086154e-01,9.807405366973066807e-02
2.807301313594176562e-02,3.935174080331530757e-04,3.388968959149463319e-04,-8.451869191841590665e-04,-5.074511741453718860e-01,9.651836032162865175e-02
1.300577992524515683e-02,6.710589911865332251e-04,-1.055334879193198499e-04,-1.258104208251600116e-03,-5.008611113760722544e-01,9.533517695298153460e-02
-1.316022057469824714e-03,9.341912842214823015e-04,-5.274160608024269564e-04,-1.655996744287311110e-03,-4.943528418025308624e-01,9.448919563267338395e-02
-1.492244543269365294e-02,1.183527973903946611e-03,-9.276573377064319635e-04,-2.039840587727452439e-03,-4.879146381777700880e-01,9.394723680537307720e-02
-2.784240010949318167e-02,1.419657200829149051e-03,-1.307131680929243551e-03,-2.410379016140670651e-03,-4.815362487764847099e-01,9.367812477943027183e-02
-4.010369588522198075e-02,1.643142604026530396e-03,-1.666682188169538821e-03,-2.768193574032435690e-03,-4.752087427606655479e-01,9.365258121695681226e-02
-5.173308346731955720e-02,1.854524331558048350e-03,-2.007121581496620118e-03,-3.113752570850348341e-03,-4.689243827678859500e-01,9.384313049031624276e-02
-6.275629397574607193e-02,2.054320016538456906e-03,-2.329233093801234573e-03,-3.447445149889130558e-03,-4.626765157552521490e-01,9.422401332387946027e-02
-7.319807698237454363e-02,2.243025718324025315e-03,-2.633771349761800714e-03,-3.769605875189487379e-03,-4.564594767512309414e-01,9.477110657321535792e-02
-8.308223714153228912e-02,2.421116828927920295e-03,-2.921463238745640890e-03,-4.080532956627358487e-03,-4.502685022244850011e-01,9.546184783487597636e-02
-9.243166946385497629e-02,2.589048944912537582e-03,-3.193008777426183976e-03,-4.380502140706592738e-03,-4.440996509953955007e-01,9.627516409393452324e-02
-1.012683932836491996e-01,2.747258705251972959e-03,-3.449081960225377184e-03,-4.669777617392320383e-03,-4.379497313595476227e-01,9.719140393983131954e-02
-1.095977350616252205e-01,2.896146234034007068e-03,-3.690147984387178934e-03,-4.945739378721458052e-03,-4.318357052721204514e-01,9.794185975118992193e-02
-1.174576016590832966e-01,3.036130510465789162e-03,-3.917030789024940167e-03,-5.207708488630971751e-03,-4.257560378077061003e-01,9.846930797445525851e-02
-1.248674624124536392e-01,3.167596388620541083e-03,-4.130330394106134645e-03,-5.455842825659857134e-03,-4.197124726283714691e-01,9.879193558933020702e-02
-1.318460410666529858e-01,3.290912726728745762e-03,-4.330624109275105389e-03,-5.690350015577659223e-03,-4.137067414174376845e-01,9.892685053245929561e-02
-1.384113435846026918e-01,3.406433072970151566e-03,-4.518467298703892319e-03,-5.911483802024809775e-03,-4.077405416757056700e-01,9.889014600819552581e-02
-1.445806849291794705e-01,3.514496321635448076e-03,-4.694394128022935306e-03,-6.119540406413727027e-03,-4.018155187265429751e-01,9.869696379692612098e-02
-1.503707148554508655e-01,3.615427340714140545e-03,-4.858918292873105373e-03,-6.314854987750390981e-03,-3.959332514288845251e-01,9.836155632278886785e-02
-1.557974427496477410e-01,3.709537571980631859e-03,-5.012533728753893608e-03,-6.497798338385636294e-03,-3.900952411503892936e-01,9.789734743172867626e-02
-1.608762615499847726e-01,3.797125604625972272e-03,-5.155715301961231144e-03,-6.668773980129662562e-03,-3.843029036088028150e-01,9.731699202675458960e-02
-1.656219707831460553e-01,3.878477723506195893e-03,-5.288919481497917491e-03,-6.828215855728258545e-03,-3.785575632481109065e-01,9.663243492350445663e-02
-1.700487987490057751e-01,3.953868433037622393e-03,-5.412584991944993824e-03,-6.976586844628191071e-03,-3.728604498781711851e-01,9.585496954294042693e-02
-1.741704238849562103e-01,4.023560957749860133e-03,-5.527133447324810919e-03,-7.114378372782901964e-03,-3.672126973739570088e-01,9.499529737269828134e-02
-1.779999953400603352e-01,4.087807720514357104e-03,-5.632969966105572969e-03,-7.242111440727587966e-03,-3.616153443065153739e-01,9.406358953886967411e-02
-1.815501527881335786e-01,4.146850799401563710e-03,-5.730483767493143449e-03,-7.360339473257320082e-03,-3.560693364674628603e-01,9.306955238916850282e-02
-1.848330455077898948e-01,4.200922364107610545e-03,-5.820048749253983050e-03,-7.469653514934627633e-03,-3.505755313611014223e-01,9.202249978173383804e-02
-1.878603507564560460e-01,4.250245092871147989e-03,-5.902024047320850869e-03,-7.570690485172348189e-03,-3.451347048875818557e-01,9.093143594069745539e-02
-1.906432914643611531e-01,4.295032570752465098e-03,-5.976754577483306755e-03,-7.664145507654761789e-03,-3.397475606515657498e-01,8.980515451354997847e-02
-1.931926532735593338e-01,4.335489670129150618e-03,-6.044571559498297837e-03,-7.750789811670822683e-03,-3.344147426459151973e-01,8.865236224702682799e-02
-1.955188009461132082e-01,4.371812914209607416e-03,-6.105793023961445659e-03,-7.831496486942625401e-03,-3.291368525538203027e-01,8.748184019457380667e-02
-1.976316941646856506e-01,4.404190824367990205e-03,-6.160724302312084455e-03,-7.907277668185356753e-03,-3.239144737216739234e-01,8.630266286637196249e-02
-1.995409027479272679e-01,4.432804252029891139e-03,-6.209658500362630514e-03,-7.979338910778680655e-03,-3.187482052356470086e-01,8.512450865983969828e-02
