7.853981633974482790e-01,-5.000000000000000000e-01,5.000000000000000000e-01,1.000000000000000000e+00,-2.000000000000000111e-01,2.000000000000000111e-01,-1.600000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.853304553688517098e-01,-4.966411919938444330e-01,5.015003903601289448e-01,9.644152109429939834e-01,-2.186588239166342706e-01,3.000000000000000444e-01,-1.685590663062909389e+00,-5.165719320184571604e-04,1.000000000000000056e-01,4.357680046982623234e-02,1.000000000000000056e-01,4.577196602853780133e-02,0.000000000000000000e+00
7.852640930241484574e-01,-4.932822692658239139e-01,5.031408127773898675e-01,9.295376626442335422e-01,-2.144814741460940311e-01,3.576719599957576268e-01,-1.746939298039042576e+00,-1.079368549129354222e-03,2.000000000000000111e-01,9.135128175460285882e-02,2.000000000000000111e-01,9.569798438369228610e-02,0.000000000000000000e+00
7.851990576813276945e-01,-4.899232749469566994e-01,5.045638573671145100e-01,8.953575365425588961e-01,-2.009124009400021782e-01,3.943042890169715098e-01,-1.796629771510174667e+00,-1.602889598116612364e-03,3.000000000000000444e-01,1.326818726214756550e-01,3.000000000000000444e-01,1.391370895230708560e-01,0.000000000000000000e+00
7.851353227984426697e-01,-4.865642590063094519e-01,5.056836454207341847e-01,8.618608831907152990e-01,-1.817901967982717415e-01,4.173840064210958545e-01,-1.838313104833704692e+00,-2.087705853007337537e-03,4.000000000000000222e-01,1.650111517292394969e-01,4.000000000000000222e-01,1.735327206233185926e-01,0.000000000000000000e+00
7.850728623520384364e-01,-4.832052730951545416e-01,5.064608589787128468e-01,8.290340256411768971e-01,-1.589044275965741104e-01,4.303682662693631977e-01,-1.873659340667073181e+00,-2.534504850110595991e-03,5.000000000000000000e-01,1.871679579391205273e-01,5.000000000000000000e-01,1.977145602534634561e-01,0.000000000000000000e+00
7.850116508288543793e-01,-4.798463693121247653e-01,5.068720907465734671e-01,7.968635550853296889e-01,-1.333026388622029768e-01,4.352550011717298273e-01,-1.903621181044061528e+00,-2.944076368446720948e-03,5.999999999999999778e-01,1.984548477257733479e-01,5.999999999999999778e-01,2.109859920549249923e-01,0.000000000000000000e+00
7.849516632175368436e-01,-4.764875994138553783e-01,5.069018545207185644e-01,7.653363264979053948e-01,-1.056745953257616361e-01,4.333459751388816783e-01,-1.928812802043813779e+00,-3.317298850507744302e-03,6.999999999999999556e-01,1.984102220709806630e-01,6.999999999999999556e-01,2.128862279039019645e-01,0.000000000000000000e+00
7.848928750003555388e-01,-4.731290142452497793e-01,5.065395432350068283e-01,7.344394542835929185e-01,-7.650533134586851025e-02,4.255510936287688617e-01,-1.949661115521363897e+00,-3.655126752484941840e-03,7.999999999999999334e-01,1.867177584639262145e-01,7.999999999999999334e-01,2.030997401801981073e-01,0.000000000000000000e+00
7.848352621449228295e-01,-4.697706633479497018e-01,5.057778959225335269e-01,7.041603079247925612e-01,-4.614750795762610075e-02,4.125307158545914454e-01,-1.966475727104684657e+00,-3.958578805710794013e-03,8.999999999999999112e-01,1.631607677092327124e-01,8.999999999999999112e-01,1.814106188437423495e-01,0.000000000000000000e+00
7.847788010959158012e-01,-4.664125947623662394e-01,5.046119776104284194e-01,6.744865076311370444e-01,-1.485952417625214378e-02,3.947681486745429624e-01,-1.979483322045949789e+00,-4.228727165049663006e-03,9.999999999999998890e-01,1.275918222487416598e-01,9.999999999999998890e-01,1.476722000247428501e-01,0.000000000000000000e+00
7.847234687668053210e-01,-4.630548550788845530e-01,5.030382761406662073e-01,6.454059199927212331e-01,1.717301591023554647e-02,3.726072030217478237e-01,-1.988843758259829064e+00,-4.466687415172935528e-03,1.099999999999999867e+00,7.990586571028523988e-02,1.099999999999999867e+00,1.017801758406042534e-01,0.000000000000000000e+00
7.846692425315984210e-01,-4.596974898519903263e-01,5.010536724401584152e-01,6.169066536400032996e-01,4.982470078935100771e-02,3.462697813684182946e-01,-1.994655055490193840e+00,-4.673609401925758744e-03,1.199999999999999956e+00,2.000955466849994868e-02,1.199999999999999956e+00,4.364193642447358745e-02,0.000000000000000000e+00
7.846161002165997767e-01,-4.563405446014952016e-01,4.986540204497427742e-01,5.889770549140894706e-01,8.302229647772788046e-02,3.158607879949190678e-01,-1.996950294865919018e+00,-4.850668853202148509e-03,1.300000000000000044e+00,-5.222102119387282693e-02,1.300000000000000044e+00,-2.686570964636537939e-02,0.000000000000000000e+00
7.845640200922014973e-01,-4.529840668547065463e-01,4.958319062279931133e-01,5.616057035516366369e-01,1.167372685941502619e-01,2.813658921371713362e-01,-1.995687908667108879e+00,-4.999059751759927887e-03,1.400000000000000133e+00,-1.370070573013300042e-01,1.400000000000000133e+00,-1.099632532996453749e-01,0.000000000000000000e+00
7.845129808647087755e-01,-4.496281101831410831e-01,4.925727460944406277e-01,5.347814083889310677e-01,1.509706755122255384e-01,2.426533930559355290e-01,-1.990738443246594214e+00,-5.119987421124421248e-03,1.500000000000000222e+00,-2.347832040749270321e-01,1.500000000000000222e+00,-2.060846545924262807e-01,0.000000000000000000e+00
7.845129808647087755e-01,-4.462723274012051489e-01,4.892110170868520513e-01,5.084932030898596800e-01,1.857061649110650914e-01,1.995192358532729415e-01,-1.981882576198343626e+00,-5.214662285038479915e-03,1.600000000000000311e+00,-3.347832040749270099e-01,1.600000000000000311e+00,-3.060846545924262863e-01,0.000000000000000000e+00
7.845129808647087755e-01,-4.429165446192692146e-01,4.858492880792634749e-01,4.827293450841518840e-01,2.207981015467794239e-01,1.518477965014722320e-01,-1.968860029079742002e+00,-5.284305479120827639e-03,1.700000000000000400e+00,-4.347832040749269877e-01,1.700000000000000400e+00,-4.060846545924262641e-01,0.000000000000000000e+00
7.845129808647087755e-01,-4.395607618373332803e-01,4.824875590716748985e-01,4.574793448197285728e-01,2.554049847512244731e-01,1.006110833481804745e-01,-1.951802199938784899e+00,-5.330119397435126825e-03,1.800000000000000488e+00,-5.347832040749269655e-01,1.800000000000000488e+00,-5.060846545924262418e-01,0.000000000000000000e+00
7.845129808647087755e-01,-4.362049790553973461e-01,4.791258300640863221e-01,4.327329237502285375e-01,2.863900279527615833e-01,5.124887484721750430e-02,-1.933012881941413630e+00,-5.353296513471643252e-03,1.900000000000000577e+00,-6.347832040749269433e-01,1.900000000000000577e+00,-6.060846545924262196e-01,0.000000000000000000e+00
7.845129808647087755e-01,-4.328491962734614118e-01,4.757641010564977457e-01,4.084800102362723395e-01,3.071465015366327544e-01,1.777674973514932477e-02,-1.919901641195190356e+00,-5.355015453552671410e-03,2.000000000000000444e+00,-7.347832040749269211e-01,2.000000000000000444e+00,-7.060846545924261974e-01,0.000000000000000000e+00
7.845129808647087755e-01,-4.294934134915254775e-01,4.724023720489091693e-01,3.847107354919795941e-01,3.167486497697897807e-01,5.456679901514950234e-03,-1.916805331258391476e+00,-5.336437548292567896e-03,2.100000000000000533e+00,-8.347832040749268989e-01,2.100000000000000533e+00,-8.060846545924261752e-01,0.000000000000000000e+00
7.845129808647087755e-01,-4.261376307095895433e-01,4.690406430413205929e-01,3.614154295803362338e-01,3.220124965996923883e-01,1.881281209990779378e-03,-1.918133154380118777e+00,-5.298703826686571722e-03,2.200000000000000622e+00,-9.347832040749268767e-01,2.200000000000000622e+00,-9.060846545924261530e-01,0.000000000000000000e+00
7.845129808647087755e-01,-4.227818479276536090e-01,4.656789140337320165e-01,3.385846174606582659e-01,3.260328315895120177e-01,7.193136122099767944e-04,-1.920649152057946729e+00,-5.242932418801802760e-03,2.300000000000000711e+00,-1.034783204074926966e+00,2.300000000000000711e+00,-1.006084654592426242e+00,0.000000000000000000e+00
